generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.099998,12.560000,0.254777,0.129246,0.441568
500,47.299999,13.020000,0.227343,0.124902,0.467969
1000,41.959999,12.880000,0.217391,0.127424,0.463337
1500,43.700001,12.920000,0.160991,0.122341,0.483160
2000,43.299999,12.920000,0.157895,0.120875,0.485307
2500,43.540001,12.860000,0.152411,0.120176,0.484868
3000,42.680000,12.620000,0.152139,0.123051,0.472801
3500,43.480000,12.800000,0.146875,0.122814,0.481078
4000,43.740002,12.780000,0.147105,0.121604,0.478653
4500,43.759998,12.820000,0.146646,0.122149,0.480961
5000,41.939999,12.980000,0.138675,0.120067,0.488942
