generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,21.040001,10.820000,0.203327,0.138338,0.408858
500,36.660000,11.500000,0.125217,0.127672,0.441301
1000,37.439999,11.580000,0.107081,0.122111,0.443991
1500,44.360001,11.760000,0.105442,0.114887,0.454493
2000,44.360001,11.760000,0.105442,0.117617,0.454493
2500,44.560001,11.800000,0.105085,0.116928,0.455322
3000,44.299999,11.920000,0.104027,0.115830,0.461428
3500,43.560001,12.680000,0.091483,0.116711,0.496241
4000,37.959999,12.560000,0.079618,0.113550,0.500349
4500,42.279999,12.780000,0.078247,0.112832,0.505568
5000,41.419998,12.920000,0.077399,0.112205,0.507906
