generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.639999,11.140000,0.226212,0.155830,0.408221
500,28.900000,12.500000,0.137600,0.112800,0.477754
1000,31.139999,12.680000,0.082019,0.110870,0.488304
1500,39.520000,12.880000,0.059006,0.110968,0.513471
2000,33.439999,13.160000,0.033435,0.103747,0.524348
2500,38.139999,13.120000,0.021341,0.092292,0.530514
3000,30.360001,13.380000,0.011958,0.100231,0.551825
3500,31.320000,12.800000,0.003125,0.088899,0.523435
4000,46.560001,12.380000,0.003231,0.105152,0.500705
4500,27.680000,12.200000,0.000000,0.093938,0.504126
5000,22.799999,12.100000,0.000000,0.099978,0.494916
