generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.459999,11.440000,0.227273,0.139305,0.407130
500,43.700001,12.440000,0.173633,0.124646,0.457845
1000,45.580002,12.500000,0.160000,0.121565,0.467433
1500,45.520000,12.540000,0.149920,0.122050,0.469816
2000,46.099998,12.700000,0.148031,0.114704,0.477549
2500,46.200001,12.760000,0.147335,0.114891,0.479001
3000,44.360001,12.760000,0.147335,0.115630,0.478931
3500,46.400002,12.820000,0.146646,0.114745,0.484332
4000,46.000000,12.940000,0.145286,0.111179,0.486722
4500,46.299999,12.960000,0.145062,0.111927,0.488594
5000,46.459999,12.980000,0.144838,0.114318,0.490076
