generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,21.340000,11.800000,0.254237,0.145070,0.428121
500,47.980000,12.420000,0.199678,0.137484,0.454828
1000,46.919998,12.380000,0.197092,0.135803,0.453612
1500,43.779999,12.620000,0.190174,0.131881,0.461629
2000,47.720001,12.580000,0.187599,0.131689,0.461012
2500,48.660000,12.540000,0.185008,0.130270,0.458840
3000,47.759998,12.580000,0.181240,0.131598,0.460673
3500,48.680000,12.560000,0.178344,0.131553,0.462691
4000,48.820000,12.560000,0.178344,0.133257,0.464993
4500,48.240002,12.580000,0.178060,0.132670,0.466200
5000,47.540001,12.700000,0.170079,0.130261,0.473016
