generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.080002,11.640000,0.216495,0.134432,0.420398
500,27.000000,12.200000,0.134426,0.130590,0.461191
1000,39.599998,12.700000,0.081890,0.110918,0.489644
1500,35.459999,12.980000,0.064715,0.106836,0.506787
2000,32.939999,12.580000,0.044515,0.108832,0.495881
2500,38.279999,12.360000,0.029126,0.108913,0.487904
3000,31.459999,12.400000,0.022581,0.090293,0.497288
3500,29.860001,12.140000,0.009885,0.081274,0.498083
4000,41.400002,12.400000,0.009677,0.091528,0.506994
4500,37.740002,12.260000,0.003263,0.101632,0.499215
5000,39.040001,11.520000,0.000000,0.110878,0.473514
