generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.259998,11.140000,0.190305,0.148856,0.408939
500,33.160000,12.440000,0.096463,0.118445,0.475912
1000,33.160000,12.840000,0.052960,0.104824,0.506026
1500,38.580002,13.320000,0.027027,0.091319,0.532498
2000,40.160000,12.680000,0.018927,0.094468,0.519967
2500,39.720001,12.680000,0.012618,0.098515,0.517994
3000,42.860001,12.860000,0.012442,0.107395,0.529511
3500,33.119999,12.440000,0.009646,0.098695,0.508718
4000,39.700001,12.360000,0.006472,0.104372,0.498069
4500,38.419998,12.160000,0.006579,0.105615,0.491515
5000,31.200001,11.720000,0.006826,0.119633,0.477427
