generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.240002,12.580000,0.273450,0.130771,0.430133
500,34.840000,12.900000,0.158140,0.115312,0.476228
1000,35.000000,13.180000,0.094082,0.109161,0.506552
1500,25.660000,12.780000,0.050078,0.105553,0.509770
2000,40.040001,12.520000,0.028754,0.103816,0.502986
2500,35.340000,12.660000,0.018957,0.102689,0.511457
3000,30.700001,12.180000,0.019704,0.118034,0.495763
3500,38.459999,12.840000,0.009346,0.100595,0.518197
4000,23.620001,12.340000,0.000000,0.096357,0.498014
4500,42.299999,12.060000,0.000000,0.095819,0.493974
5000,33.040001,12.320000,0.000000,0.104851,0.502396
