generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.680000,11.640000,0.202749,0.120766,0.434570
500,40.840000,12.800000,0.118750,0.115834,0.499122
1000,35.680000,13.000000,0.067692,0.106727,0.508105
1500,32.759998,12.760000,0.034483,0.106285,0.513363
2000,43.439999,12.760000,0.021944,0.102931,0.519609
2500,32.439999,12.340000,0.006483,0.106427,0.497364
3000,26.820000,12.380000,0.003231,0.098540,0.508661
3500,39.080002,12.560000,0.000000,0.088503,0.514883
4000,37.419998,12.100000,0.000000,0.100008,0.497207
4500,28.580000,11.960000,0.000000,0.102506,0.488547
5000,31.799999,11.720000,0.000000,0.108553,0.469250
